city,timestamp,temperature,season
New York,2010-01-01,0.0037704368274680657,winter
New York,2010-01-02,-3.0341393334133278,winter
New York,2010-01-03,-5.996555348148796,winter
New York,2010-01-04,-3.494687665224632,winter
New York,2010-01-05,2.829924779116621,winter
New York,2010-01-06,-2.8979929295994165,winter
New York,2010-01-07,-15.254521200725852,winter
New York,2010-01-08,0.27409341258601055,winter
New York,2010-01-09,2.1004400259691582,winter
New York,2010-01-10,-0.5393389816201468,winter
New York,2010-01-11,-0.9476193057373132,winter
New York,2010-01-12,1.7128671491374747,winter
New York,2010-01-13,1.365250691550961,winter
New York,2010-01-14,4.437756361912525,winter
New York,2010-01-15,4.739701877250129,winter
New York,2010-01-16,0.8881419627567719,winter
New York,2010-01-17,-0.4379238475459677,winter
New York,2010-01-18,6.62755872012518,winter
New York,2010-01-19,6.178280125989094,winter
New York,2010-01-20,8.532837975246826,winter
New York,2010-01-21,-6.350882256142728,winter
New York,2010-01-22,3.453485420599907,winter
New York,2010-01-23,-6.751854897187335,winter
New York,2010-01-24,2.92234873864834,winter
New York,2010-01-25,7.823101038276698,winter
New York,2010-01-26,8.381812560117408,winter
New York,2010-01-27,4.491014030782986,winter
New York,2010-01-28,-5.33249150348908,winter
New York,2010-01-29,-4.922708494283714,winter
New York,2010-01-30,-1.7867499249404446,winter
New York,2010-01-31,-0.17813703996532954,winter
New York,2010-02-01,1.5008643594423596,winter
New York,2010-02-02,4.871300674754907,winter
New York,2010-02-03,1.9346406972963721,winter
New York,2010-02-04,-1.523527085719427,winter
New York,2010-02-05,-5.3467837145857455,winter
New York,2010-02-06,-8.789351770469253,winter
New York,2010-02-07,6.713575665831532,winter
New York,2010-02-08,2.7618012640488288,winter
New York,2010-02-09,-4.408333962916134,winter
New York,2010-02-10,4.79040968984889,winter
New York,2010-02-11,9.887226584874364,winter
New York,2010-02-12,5.000079451157156,winter
New York,2010-02-13,5.047484063133945,winter
New York,2010-02-14,-2.857321749058202,winter
New York,2010-02-15,0.39752866457218766,winter
New York,2010-02-16,3.9915336884027863,winter
New York,2010-02-17,-6.257820024530762,winter
New York,2010-02-18,-2.242952751287242,winter
New York,2010-02-19,-2.4510629954045426,winter
New York,2010-02-20,6.581202710164828,winter
New York,2010-02-21,-3.5532677808131004,winter
New York,2010-02-22,1.3459864041426126,winter
New York,2010-02-23,2.1438944203426753,winter
New York,2010-02-24,4.587689497852805,winter
New York,2010-02-25,-2.954239363270637,winter
New York,2010-02-26,8.271301660277514,winter
New York,2010-02-27,-3.2401426111626086,winter
New York,2010-02-28,-7.594215342729624,winter
New York,2010-03-01,11.826139664588124,spring
New York,2010-03-02,0.844756415517038,spring
New York,2010-03-03,11.185715235582808,spring
New York,2010-03-04,5.994776868876771,spring
New York,2010-03-05,11.488162070033185,spring
New York,2010-03-06,18.392607857210418,spring
New York,2010-03-07,10.164464923258501,spring
New York,2010-03-08,3.25924025197724,spring
New York,2010-03-09,10.613814331167093,spring
New York,2010-03-10,14.232703563038072,spring
New York,2010-03-11,16.679214748773433,spring
New York,2010-03-12,1.378837343864591,spring
New York,2010-03-13,2.7684385995187917,spring
New York,2010-03-14,8.445925153308739,spring
New York,2010-03-15,7.127893027856504,spring
New York,2010-03-16,7.5233439852372594,spring
New York,2010-03-17,4.597351989065896,spring
New York,2010-03-18,9.680847480749408,spring
New York,2010-03-19,8.4785588310621,spring
New York,2010-03-20,17.758856656166117,spring
New York,2010-03-21,11.078419991600258,spring
New York,2010-03-22,16.18216202127269,spring
New York,2010-03-23,3.6273474214839085,spring
New York,2010-03-24,9.95105287054728,spring
New York,2010-03-25,13.927239660482059,spring
New York,2010-03-26,6.084889735271291,spring
New York,2010-03-27,10.514934150741967,spring
New York,2010-03-28,7.110622500480446,spring
New York,2010-03-29,3.1753617472450335,spring
New York,2010-03-30,11.875486631322183,spring
New York,2010-03-31,8.148950499448883,spring
New York,2010-04-01,9.982312569042016,spring
New York,2010-04-02,13.222873464756024,spring
New York,2010-04-03,17.5260280494467,spring
New York,2010-04-04,11.57742257272405,spring
New York,2010-04-05,6.748200859667282,spring
New York,2010-04-06,8.37745667123694,spring
New York,2010-04-07,11.215728100905757,spring
New York,2010-04-08,12.945290840434755,spring
New York,2010-04-09,13.625846457632687,spring
New York,2010-04-10,10.748791603189591,spring
New York,2010-04-11,8.677546049875197,spring
New York,2010-04-12,10.09081708346156,spring
New York,2010-04-13,14.023175979699847,spring
New York,2010-04-14,14.603779129951697,spring
New York,2010-04-15,13.359031466711201,spring
New York,2010-04-16,15.749216223419221,spring
New York,2010-04-17,5.548970709819708,spring
New York,2010-04-18,15.634440354044322,spring
New York,2010-04-19,17.735623111305003,spring
New York,2010-04-20,10.687834601762667,spring
New York,2010-04-21,7.3699724728615355,spring
New York,2010-04-22,6.56135830105569,spring
New York,2010-04-23,7.377354073736333,spring
New York,2010-04-24,14.740054397313866,spring
New York,2010-04-25,18.0271412184403,spring
New York,2010-04-26,21.14680601314576,spring
New York,2010-04-27,16.967404230199367,spring
New York,2010-04-28,16.067300298135276,spring
New York,2010-04-29,19.923572155203956,spring
New York,2010-04-30,11.087211907314092,spring
New York,2010-05-01,11.588599063607228,spring
New York,2010-05-02,10.800707991267988,spring
New York,2010-05-03,11.139203942588107,spring
New York,2010-05-04,10.703068953869833,spring
New York,2010-05-05,13.145629433841941,spring
New York,2010-05-06,2.6343587180984382,spring
New York,2010-05-07,18.14456246342299,spring
New York,2010-05-08,14.207463205994609,spring
New York,2010-05-09,7.853580790838767,spring
New York,2010-05-10,8.585120938286073,spring
New York,2010-05-11,13.382705795008151,spring
New York,2010-05-12,7.75616131402125,spring
New York,2010-05-13,11.578196441153322,spring
New York,2010-05-14,-0.6297544033686879,spring
New York,2010-05-15,12.514415045080465,spring
New York,2010-05-16,20.031308070351308,spring
New York,2010-05-17,14.924516083757062,spring
New York,2010-05-18,9.231382218558265,spring
New York,2010-05-19,8.170707277180371,spring
New York,2010-05-20,8.465741228047449,spring
New York,2010-05-21,5.747992410655413,spring
New York,2010-05-22,16.343693507859165,spring
New York,2010-05-23,8.91540956292736,spring
New York,2010-05-24,8.040950856692026,spring
New York,2010-05-25,7.163987078070699,spring
New York,2010-05-26,12.849309005201636,spring
New York,2010-05-27,19.109322744473015,spring
New York,2010-05-28,13.523315120779301,spring
New York,2010-05-29,5.201569850913136,spring
New York,2010-05-30,13.078557524305227,spring
New York,2010-05-31,14.11073573625973,spring
New York,2010-06-01,18.12662481815148,summer
New York,2010-06-02,27.182627559082114,summer
